document_type,document_number,database_id,date,amount,currency,customer_supplier,bank_account,journal_number,exact_problem_fields,exact_problem,why_cannot_repair_automatically,recommended_action,classification,safe_to_delete_and_recreate,disposition
"expense","EXP/25/261","deb356d6-371e-4570-a9bc-d8922cc2872d","2025-12-02","100000.00","IDR","","","JE2512-0077","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/265","46227a23-7c11-425d-84f2-9464effbbc80","2025-12-03","174000.00","IDR","","","JE2512-0081","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/277","f1ec8ee0-3e20-495f-b62a-baed76fd57a7","2025-12-15","8000000.00","IDR","","","JE2512-0093","transaction_currency, functional_currency, currency_code, exchange_rate, bank_account_id","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/279","ff340981-579e-4041-9089-3e22dcad5044","2025-12-15","300000.00","IDR","","","JE2512-0095","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/282","01f9139f-4071-4a3c-9694-3a153953f547","2025-12-16","50000.00","IDR","","","JE2512-0098","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/291","2c6f954f-d3d9-466d-b8f1-b5a93f138e3f","2025-12-19","1.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2512-0107","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/298","7a38e98c-b063-42e8-905f-d2b777c7e2ad","2025-12-24","100000.00","IDR","","","JE2512-0114","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/312","eea9d9ae-35cf-4fbc-810e-265ade6c9b30","2025-12-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2512-0137","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/076","9a03be92-2800-430a-92c4-5b61663ce7a7","2026-01-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2601-0166","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/077","4d44a9cf-996b-44cd-9c20-24954bfadeeb","2026-01-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2601-0167","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/088","0c150e44-541d-4897-b3ca-4016ef7bef77","2026-02-10","12165503.00","IDR","","","JE2602-0163","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/089","e62f6352-a2a1-4650-bba5-2b8dd37087d0","2026-02-10","300000.00","IDR","","","JE2602-0162","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26/074","8e490164-027c-4710-bb7c-2d0a5d98b60f","2026-02-11","500000.00","IDR","","","JE2602-0111","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26/075","c69b61ac-6608-4547-81a9-60016cdbf2ba","2026-02-11","2721317.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2602-0110","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26/076","f709b80d-a695-4f89-afc8-4ab68c7b43fa","2026-02-11","3050280.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2602-0109","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/078","cccd874b-63f1-4e4b-9c0a-ce1b3c7456c8","2026-02-28","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2602-0166","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/079","982d2921-ddbc-4cc0-aad5-aca13e0e054f","2026-02-28","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2602-0167","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/080","ab15aac9-6a0f-4f5c-afce-a1226ccace55","2026-03-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2603-0056","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/090","24a8c440-388a-4620-85d1-1b50e3853b92","2026-04-14","12000000.00","IDR","","","JE2604-0040","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/091","9ff4b222-310c-473a-bb5b-f17296e1c4f3","2026-04-14","1342000.00","IDR","","","JE2604-0041","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/081","237dfc77-6b48-4484-bccb-8dff78fbfd7b","2026-04-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2604-0064","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/082","7a2210d0-3c64-4801-a984-9cf4fb85147c","2026-05-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2605-0038","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/086","aec5772f-9ff9-4de9-bfa5-3d5ba9a6faff","2026-05-31","500000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2605-0046","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/083","b6b7b188-e828-4865-9bae-5156dc7c09aa","2026-06-01","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2606-0074","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/26-26/087","c5c17015-dbec-4b42-8cdf-9c20ef752a9b","2026-07-02","1835000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0025","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"payment","PV/25-26/003","9765b333-5b3b-484a-b82d-d495044c5a02","2025-12-22","40000.00","USD","Anzen Exports Private Limited","BCA Bank · 0930 2010 22 · USD","JE2603-0035","payment_currency","Stored payment metadata conflicts with its unique reconciliation bank line; neither side was overwritten","Stored payment metadata conflicts with its unique reconciliation bank line; neither side was overwritten","Accountant confirmation of the correct paying bank and payment currency","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"payment","PV/25-26/004","d46f8535-ae8d-411c-b906-a395ac2c8804","2026-03-30","21000.00","IDR","Anzen Exports Private Limited","BCA Bank · 0930 2010 14 · IDR","JE2603-0033","transaction_currency, functional_currency, currency_code","No unique authoritative relationship exists in stored payment data","No unique authoritative relationship exists in stored payment data","Transaction currency, historical rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"payment","PV/26-27/001","e60c450c-cf32-4670-aeae-f7c559d43355","2026-04-21","9548.50","IDR","Anzen Exports Private Limited","BCA Bank · 0930 2010 14 · IDR","JE2604-0033","transaction_currency, functional_currency, currency_code","No unique authoritative relationship exists in stored payment data","No unique authoritative relationship exists in stored payment data","Transaction currency, historical rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"receipt","RV2606-0009","ed1e4b66-d4b4-454d-9bc7-149b1195da46","2026-06-16","26.25","IDR","PT. Rania Kalani Indonesia","","JE2606-0045","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored receipt data","No unique authoritative relationship exists in stored receipt data","Transaction currency, historical rate with source/date, exact payment method, and/or receiving bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"receipt","RV2607-0003","548a3ac2-86af-4ff0-b63c-4523aa0570c5","2026-07-17","20057700.00","IDR","PT. Arto Pharma Indonesia","BCA Bank · 0930 2010 14 · IDR","JE2607-0039","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored receipt data","No unique authoritative relationship exists in stored receipt data","Transaction currency, historical rate with source/date, exact payment method, and/or receiving bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"receipt","RV2607-0004","9b62fcc8-b788-47f8-bb7a-e5ed004bed31","2026-07-20","485913600.00","IDR","PT. Lapi Laboratories ","BCA Bank · 0930 2010 14 · IDR","JE2607-0038","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored receipt data","No unique authoritative relationship exists in stored receipt data","Transaction currency, historical rate with source/date, exact payment method, and/or receiving bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"receipt","RV2607-0007","543f4931-9823-4716-ba7d-a89b8beb4573","2026-07-23","26004500.00","IDR","PT. Rania Kalani Indonesia","BCA Bank · 0930 2010 14 · IDR","JE2607-0037","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored receipt data","No unique authoritative relationship exists in stored receipt data","Transaction currency, historical rate with source/date, exact payment method, and/or receiving bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-005","5d602dbd-0b0d-4c73-ad43-2fc979903032","2025-11-29","346226760.00","IDR","PT. Anugrah Visi Bersama ","","JE2601-0001","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-001","026cf3ec-62ef-4e59-866a-0f362072830b","2025-12-02","23578620.00","IDR","PT. SANBE FARMA","","JE2512-0064","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-002","10d6aa18-82bb-4cb5-825b-7e29629aa148","2025-12-02","33404728.50","IDR","PT. SANBE FARMA","","JE2512-0062","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-003","4c9ffb98-1e47-4377-8eb6-ec2abdddbb7b","2025-12-02","28130397.00","IDR","PT. SANBE FARMA","","JE2512-0066","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-006","ba93fe46-6316-4029-bd2c-a22bcd190ec3","2025-12-02","3716946.00","IDR","PT. Arto Pharma Indonesia","","JE2512-0060","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-009","fbb11a73-7935-469b-991b-32daf13dae4e","2025-12-15","77901021.00","IDR","PT. Anugrah Visi Bersama ","","JE2601-0002","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-008","246f8684-a51c-4f09-a5e0-dac7aab39ae6","2025-12-16","40967325.00","IDR","PT Prima Cita Prasada","","JE2601-0003","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-010","4030d13f-d41a-4201-8257-a93604641598","2025-12-24","151098750.00","IDR","PT. SANBE FARMA","","JE2512-0068","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-011","df6059f9-365b-48eb-b3d6-273f4a8b297d","2025-12-24","4634250.00","IDR","PT. Novapharin","","JE2512-0069","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-002","b2ac6308-bfa5-4a07-b534-b25b78b32155","2026-01-15","664614720.00","IDR","PT Unijaya Pratama ","","JE2601-0038","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-003","0709e1a2-bc80-4b64-a93d-52776293f44a","2026-02-09","44130392.10","IDR","PT Prima Cita Prasada","","JE2602-0077","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-004","300e00ac-8641-4893-8d35-93972eff04b2","2026-02-16","181880160.00","IDR","PT. Menjangan Sakti","","JE2602-0043","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-005","182602a2-9e2f-45cf-a69c-d77d59f46054","2026-02-16","218867580.00","IDR","PT. SANBE FARMA","","JE2602-0047","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-006","6ee5ec11-ee20-46ae-b24c-16a0ffe279e6","2026-02-26","29245991.40","IDR","PT Prima Cita Prasada","","JE2602-0136","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-007","2cea1d8d-55b8-4126-9adb-fbae7d9a357b","2026-02-26","21525813.75","IDR","PT Prima Cita Prasada","","JE2602-0137","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-008","5f4eda84-5070-475a-bac8-58552a9c6887","2026-03-10","4333141.69","IDR","PT Prima Cita Prasada","","JE2603-0010","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-009","6ed2c595-d8b9-4826-83ec-176dd8052d60","2026-04-09","8655669.00","IDR","PT. Anugrah Visi Bersama ","","JE2604-0004","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-010","f438f21c-6274-4ac3-b623-b40ee60b3a79","2026-04-10","626373000.00","IDR","PT Prima Cita Prasada","","JE2604-0009","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-011","0752ad11-554b-4893-b5a6-d671ed60e900","2026-04-10","58841100.00","IDR","PT Prima Cita Prasada","","JE2604-0010","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-012","032ed31b-b08e-4061-9801-1a6cb4f6e07b","2026-04-13","16758780.00","IDR","PT. Arto Pharma Indonesia","","JE2604-0020","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-013","03162b99-b06b-475b-b00c-e14cb9dd6123","2026-04-13","153589590.00","IDR","PT Prima Cita Prasada","","JE2604-0023","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-014","1c99831b-5364-4be9-99c4-59e266ec79ee","2026-04-14","44545410.00","IDR","PT Erlangga Edi Laboratories (ERELA)","","JE2604-0024","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-015","4f6e7ee0-837f-4c42-9eb9-db2dd0d40bac","2026-04-22","1384170.00","IDR","PT. Denbo Higienis Laboratoris","","JE2604-0034","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-016","fa9834dc-3a4d-47d9-953e-7bacd5479bcd","2026-05-04","459340200.00","IDR","PT. Lapi Laboratories ","","JE2605-0001","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-017","662a7c07-df0a-463a-ba0c-2cff6381907f","2026-05-05","87782130.00","IDR","PT Prima Cita Prasada","","JE2605-0005","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-018","22c3799b-59dd-4ddb-9085-b4a68e6dbedc","2026-05-07","97738830.00","IDR","PT Prima Cita Prasada","","JE2605-0012","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"sales_invoice","SAPJ-26-019","850ff16e-7cf3-447f-bf3e-99ed8135eba3","2026-05-07","58503105.00","IDR","PT Prima Cita Prasada","","JE2605-0013","faktur_pajak_number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Taxed sales invoice assigned to a tax period is missing Faktur Pajak number","Enter the official Faktur Pajak number from the issued tax invoice; do not alter the sales amount, tax amount or posted journal","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
